artikelcode,merk,omschrijving
5090-TMX204-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TMX204-T8 75-22W 12900-3785lm 5000K 90D
65120-TMX204-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TMX204-T8 75-22W 12900-3785lm 6500K 120D
6530-TMX204-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TMX204-T8 75-22W 12900-3785lm 6500K 30D
6560-TMX204-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TMX204-T8 75-22W 12900-3785lm 6500K 60D
6590-TMX204-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TMX204-T8 75-22W 12900-3785lm 6500K 90D
30120-O-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 11400-3345lm 3000K 120D opaal
40120-O-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 11850-3475lm 4000K 120D opaal
30120-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12000-3520lm 3000K 120D
3030-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12000-3520lm 3000K 30D
3060-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12000-3520lm 3000K 60D
3090-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12000-3520lm 3000K 90D
40120-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12900-3785lm 4000K 120D
4030-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12900-3785lm 4000K 30D
4060-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12900-3785lm 4000K 60D
50120-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12900-3785lm 5000K 120D
5090-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12900-3785lm 5000K 90D
6590-TX2-R58-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX200-R58 75-22W 12900-3785lm 6500K 90D
30120-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12000-3520lm 3000K 120D
3030-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12000-3520lm 3000K 30D
3060-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12000-3520lm 3000K 60D
40120-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 4000K 120D
4030-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 4000K 30D
4060-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 4000K 60D
4090-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 4000K 90D
50120-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 5000K 120D
5030-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 5000K 30D
5060-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 5000K 60D
5090-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 5000K 90D
65120-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 6500K 120D
6530-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 6500K 30D
6560-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 6500K 60D
6590-TX4-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T5 75-22W 12900-3785lm 6500K 90D
4090-TX4-T8-HO-DA,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 60W 12900lm 4000K 90D DALI
30120-O-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 11400-3345lm 3000K 120D opaal
40120-O-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 11850-3475lm 4000K 120D opaal
50120-O-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 11850-3475lm 5000K 120D opaal
65120-O-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 11850-3475lm 6500K 120D opaal
30120-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12000-3520lm 3000K 120D
3030-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12000-3520lm 3000K 30D
3060-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12000-3520lm 3000K 60D
3090-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12000-3520lm 3000K 90D
40120-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 4000K 120D
4030-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 4000K 30D
4060-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 4000K 60D
50120-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 5000K 120D
5030-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 5000K 30D
5060-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 5000K 60D
5090-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 5000K 90D
65120-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 6500K 120D
6530-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 6500K 30D
6560-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 6500K 60D
6590-TX4-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO Philips TTX400-T8 75-22W 12900-3785lm 6500K 90D
30120-O-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 11400-3345lm 3000K 120D opaal
30120-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12000-3520lm 3000K 120D
3030-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12000-3520lm 3000K 30D
3060-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12000-3520lm 3000K 60D
3090-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12000-3520lm 3000K 90D
40120-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 4000K 120D
4030-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 4000K 30D
4060-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 4000K 60D
4090-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 4000K 90D
50120-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 5000K 120D
5030-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 5000K 30D
5060-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 5000K 60D
5090-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 5000K 90D
65120-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 6500K 120D
6530-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 6500K 30D
6560-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 6500K 60D
6590-MAX1-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T5 75-22W 12900-3785lm 6500K 90D
30120-O-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 11400-3345lm 3000K 120D opaal
40120-O-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 11850-3475lm 4000K 120D opaal
50120-O-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 11850-3475lm 5000K 120D opaal
65120-O-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 11850-3475lm 6500K 120D opaal
30120-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12000-3520lm 3000K 120D
3030-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12000-3520lm 3000K 30D
3060-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12000-3520lm 3000K 60D
3090-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12000-3520lm 3000K 90D
40120-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 4000K 120D
4030-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 4000K 30D
4060-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 4000K 60D
4090-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 4000K 90D
50120-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 5000K 120D
5030-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 5000K 30D
5060-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 5000K 60D
5090-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 5000K 90D
65120-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 6500K 120D
6530-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 6500K 30D
6560-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 6500K 60D
6590-MAX1-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO PHILIPSOS G1-T8 75-22W 12900-3785lm 6500K 90D
30120-O-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11400-3345lm 3000K 120D opaal
40120-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11850-3475lm 4000K 120D
40120-O-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11850-3475lm 4000K 120D opaal
50120-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11850-3475lm 5000K 120D
50120-O-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11850-3475lm 5000K 120D opaal
65120-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11850-3475lm 6500K 120D
65120-O-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 11850-3475lm 6500K 120D opaal
30120-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12000-3520lm 3000K 120D
3030-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12000-3520lm 3000K 30D
3060-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12000-3520lm 3000K 60D
3090-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12000-3520lm 3000K 90D
4030-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 4000K 30D
4060-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 4000K 60D
4090-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 4000K 90D
5030-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 5000K 30D
5060-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 5000K 60D
5090-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 5000K 90D
6530-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 6500K 30D
6560-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 6500K 60D
6590-SDT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SDT 75-22W 12900-3785lm 6500K 90D
30120-O-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 11400-3345lm 3000K 120D opaal
40120-O-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 11850-3475lm 4000K 120D opaal
50120-O-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 11850-3475lm 5000K 120D opaal
65120-O-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 11850-3475lm 6500K 120D opaal
30120-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12000-3520lm 3000K 120D
3030-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12000-3520lm 3000K 30D
3060-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12000-3520lm 3000K 60D
3090-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12000-3520lm 3000K 90D
40120-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 4000K 120D
4030-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 4000K 30D
4060-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 4000K 60D
4090-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 4000K 90D
50120-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 5000K 120D
5030-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 5000K 30D
5060-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 5000K 60D
5090-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 5000K 90D
65120-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 6500K 120D
6530-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 6500K 30D
6560-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 6500K 60D
6590-SMT-SPT-HO,Pragmalux,Pragmalux PRX Retroline LED-Module HO REGIOLUX SMT-SPT 75-22W 12900-3785lm 6500K 90D
30120-O-VLG5-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG5-T8 75-22W 11400-3345lm 3000K 120D opaal
30120-O-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 11400-3345lm 3000K 120D opaal
30120-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12000-3520lm 3000K 120D
3030-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12000-3520lm 3000K 30D
3060-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12000-3520lm 3000K 60D
3090-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12000-3520lm 3000K 90D
40120-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 4000K 120D
4030-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 4000K 30D
4060-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 4000K 60D
4090-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 4000K 90D
50120-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 5000K 120D
5030-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 5000K 30D
5060-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 5000K 60D
5090-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 5000K 90D
65120-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 6500K 120D
6530-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 6500K 30D
6560-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 6500K 60D
6590-VLG-T5-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T5 75-22W 12900-3785lm 6500K 90D
30120-O-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 11400-3345lm 3000K 120D opaal
40120-O-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 11850-3475lm 4000K 120D opaal
50120-O-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 11850-3475lm 5000K 120D opaal
65120-O-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 11850-3475lm 6500K 120D opaal
30120-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12000-3520lm 3000K 120D
3030-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12000-3520lm 3000K 30D
3060-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12000-3520lm 3000K 60D
3090-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12000-3520lm 3000K 90D
40120-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 4000K 120D
4030-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 4000K 30D
4060-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 4000K 60D
50120-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 5000K 120D
5030-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 5000K 30D
5060-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 5000K 60D
5090-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 5000K 90D
65120-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 6500K 120D
6530-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 6500K 30D
6560-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 6500K 60D
6590-VLG-T8-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO RIDI-VLG-T8 75-22W 12900-3785lm 6500K 90D
30120-O-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 11400-3345lm 3000K 120D opaal
30120-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12000-3520lm 3000K 120D
3030-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12000-3520lm 3000K 30D
3060-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12000-3520lm 3000K 60D
3090-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12000-3520lm 3000K 90D
40120-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 4000K 120D
4030-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 4000K 30D
4060-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 4000K 60D
4090-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 4000K 90D
50120-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 5000K 120D
5030-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 5000K 30D
5060-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 5000K 60D
5090-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 5000K 90D
65120-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 6500K 120D
6530-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 6500K 30D
6560-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 6500K 60D
6590-T5E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T5E 75-22W 12900-3785lm 6500K 90D
30120-O-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 11400-3345lm 3000K 120D opaal
40120-O-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 11850-3475lm 4000K 120D opaal
50120-O-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 11850-3475lm 5000K 120D opaal
65120-O-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 11850-3475lm 6500K 120D opaal
30120-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12000-3520lm 3000K 120D
3030-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12000-3520lm 3000K 30D
3060-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12000-3520lm 3000K 60D
3090-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12000-3520lm 3000K 90D
40120-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12900-3785lm 4000K 120D
4030-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12900-3785lm 4000K 30D
4060-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12900-3785lm 4000K 60D
4090-T8E-HO,Pragmalux,Pragmalux PRX Retroline LED-module HO TRILUX T8E 75-22W 12900-3785lm 4000K 90D
